,Airline Name,Date of journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
479,Air India,"Thu, 25 Nov",Mumbai,Kolkata,15:25,"09:00
+ 1 day",17h 35m,2 Stop(s),10904
480,Air India,"Thu, 25 Nov",Mumbai,Kolkata,19:20,"14:30
+ 1 day",19h 10m,2 Stop(s),10913
481,Air India,"Thu, 25 Nov",Mumbai,Kolkata,19:00,"14:30
+ 1 day",19h 30m,1 Stop,10969
482,Air India,"Thu, 25 Nov",Mumbai,Kolkata,21:30,"19:10
+ 1 day",21h 40m,1 Stop,11324
483,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,9:20,17:25,8h 05m,1 Stop,11326
484,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,9:20,20:15,10h 55m,1 Stop,11326
485,Go First,"Thu, 25 Nov",Mumbai,Kolkata,13:30,21:45,8h 15m,1 Stop,11377
486,Go First,"Thu, 25 Nov",Mumbai,Kolkata,23:45,"08:00
+ 1 day",8h 15m,1 Stop,11377
487,Go First,"Thu, 25 Nov",Mumbai,Kolkata,22:40,"08:00
+ 1 day",9h 20m,1 Stop,11377
488,Go First,"Thu, 25 Nov",Mumbai,Kolkata,21:15,"08:00
+ 1 day",10h 45m,1 Stop,11377
489,Go First,"Thu, 25 Nov",Mumbai,Kolkata,20:15,"08:00
+ 1 day",11h 45m,1 Stop,11377
490,Go First,"Thu, 25 Nov",Mumbai,Kolkata,9:55,21:45,11h 50m,1 Stop,11377
491,Go First,"Thu, 25 Nov",Mumbai,Kolkata,8:00,21:45,13h 45m,1 Stop,11377
492,Go First,"Thu, 25 Nov",Mumbai,Kolkata,18:00,"08:00
+ 1 day",14h 00m,1 Stop,11377
493,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,16:55,22:25,5h 30m,1 Stop,11498
494,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,13:45,22:30,8h 45m,1 Stop,11876
495,Air India,"Thu, 25 Nov",Mumbai,Kolkata,19:00,"09:00
+ 1 day",14h 00m,1 Stop,11928
496,Go First,"Thu, 25 Nov",Mumbai,Kolkata,12:15,21:45,9h 30m,1 Stop,11953
497,Air India,"Thu, 25 Nov",Mumbai,Kolkata,8:00,19:10,11h 10m,1 Stop,12229
498,Air India,"Thu, 25 Nov",Mumbai,Kolkata,7:00,19:10,12h 10m,1 Stop,12229
499,Air India,"Thu, 25 Nov",Mumbai,Kolkata,10:00,19:10,9h 10m,1 Stop,12768
500,Air India,"Thu, 25 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
501,Air India,"Thu, 25 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
502,Air India,"Thu, 25 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
503,Air India,"Thu, 25 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
504,Air India,"Thu, 25 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
505,Air India,"Thu, 25 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
506,Air India,"Thu, 25 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
507,Air India,"Thu, 25 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
508,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,10:00,14:35,4h 35m,1 Stop,12978
509,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,6:20,19:35,13h 15m,2 Stop(s),13222
510,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,6:20,22:45,16h 25m,2 Stop(s),13222
511,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,10:45,"08:20
+ 1 day",21h 35m,2 Stop(s),13222
512,Air India,"Thu, 25 Nov",Mumbai,Kolkata,15:25,"08:05
+ 1 day",16h 40m,3 Stop(s),13401
513,Air India,"Thu, 25 Nov",Mumbai,Kolkata,10:00,"08:05
+ 1 day",22h 05m,2 Stop(s),13401
514,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,11:30,19:35,8h 05m,2 Stop(s),13676
515,Air India,"Thu, 25 Nov",Mumbai,Kolkata,8:00,22:20,14h 20m,1 Stop,13804
516,Air India,"Thu, 25 Nov",Mumbai,Kolkata,7:00,22:20,15h 20m,1 Stop,13804
517,Air India,"Thu, 25 Nov",Mumbai,Kolkata,10:00,22:20,12h 20m,1 Stop,14343
518,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,16:05,"19:35
+ 1 day",27h 30m,2 Stop(s),14868
519,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,9:05,19:35,10h 30m,2 Stop(s),15343
520,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,2 Stop(s),15603
521,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,13:20,22:45,9h 25m,2 Stop(s),16316
522,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,12:15,19:35,7h 20m,2 Stop(s),19856
523,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,12:15,22:45,10h 30m,2 Stop(s),19856
524,SpiceJet,"Fri, 26 Nov",Mumbai,Kolkata,6:15,8:55,2h 40m,Non Stop,4326
525,SpiceJet,"Fri, 26 Nov",Mumbai,Kolkata,18:40,21:25,2h 45m,Non Stop,4326
526,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,2:35,8:05,5h 30m,1 Stop,7409
527,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,13:05,19:20,6h 15m,2 Stop(s),7409
528,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,13:05,21:05,8h 00m,1 Stop,7409
529,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,22:55,"07:10
+ 1 day",8h 15m,1 Stop,7409
530,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),7409
531,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,21:20,"08:05
+ 1 day",10h 45m,1 Stop,7409
532,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,7:20,19:15,11h 55m,1 Stop,7409
533,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,13:05,"01:25
+ 1 day",12h 20m,1 Stop,7409
534,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,13:05,"01:35
+ 1 day",12h 30m,1 Stop,7409
535,Air Asia,"Fri, 26 Nov",Mumbai,Kolkata,7:20,23:10,15h 50m,1 Stop,7409
536,Go First,"Fri, 26 Nov",Mumbai,Kolkata,5:00,7:30,2h 30m,Non Stop,7412
537,Go First,"Fri, 26 Nov",Mumbai,Kolkata,21:00,23:50,2h 50m,Non Stop,7412
538,Go First,"Fri, 26 Nov",Mumbai,Kolkata,5:45,11:35,5h 50m,1 Stop,7412
539,Go First,"Fri, 26 Nov",Mumbai,Kolkata,14:35,22:20,7h 45m,1 Stop,7412
540,Go First,"Fri, 26 Nov",Mumbai,Kolkata,22:40,"08:20
+ 1 day",9h 40m,1 Stop,7412
541,Go First,"Fri, 26 Nov",Mumbai,Kolkata,6:05,16:30,10h 25m,1 Stop,7412
542,Go First,"Fri, 26 Nov",Mumbai,Kolkata,19:15,"08:20
+ 1 day",13h 05m,1 Stop,7412
543,SpiceJet,"Fri, 26 Nov",Mumbai,Kolkata,6:00,20:50,14h 50m,1 Stop,7412
544,SpiceJet,"Fri, 26 Nov",Mumbai,Kolkata,13:50,"17:45
+ 1 day",27h 55m,1 Stop,7412
545,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,21:20,23:45,2h 25m,Non Stop,7413
546,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,0:30,3:00,2h 30m,Non Stop,7413
547,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,17:40,20:10,2h 30m,Non Stop,7413
548,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,7:05,9:45,2h 40m,Non Stop,7413
549,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,7:35,10:15,2h 40m,Non Stop,7413
550,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:55,15:35,2h 40m,Non Stop,7413
551,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,17:15,19:55,2h 40m,Non Stop,7413
552,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,6:30,9:25,2h 55m,Non Stop,7413
553,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,7413
554,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,18:30,"00:30
+ 1 day",6h 00m,1 Stop,7413
555,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:45,19:15,6h 30m,1 Stop,7413
556,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,15:05,22:45,7h 40m,1 Stop,7413
557,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,11:10,19:40,8h 30m,1 Stop,7413
558,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,21:35,"07:25
+ 1 day",9h 50m,1 Stop,7413
559,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,19:55,"06:05
+ 1 day",10h 10m,1 Stop,7413
560,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,11:10,21:50,10h 40m,1 Stop,7413
561,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,18:30,"06:05
+ 1 day",11h 35m,1 Stop,7413
562,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:45,"00:30
+ 1 day",11h 45m,1 Stop,7413
563,Air India,"Fri, 26 Nov",Mumbai,Kolkata,6:10,8:50,2h 40m,Non Stop,8253
564,Air India,"Fri, 26 Nov",Mumbai,Kolkata,20:30,23:15,2h 45m,Non Stop,8778
565,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,6:15,13:20,7h 05m,1 Stop,9093
566,Air India,"Fri, 26 Nov",Mumbai,Kolkata,20:15,"08:05
+ 1 day",11h 50m,1 Stop,9247
567,Air India,"Fri, 26 Nov",Mumbai,Kolkata,20:15,"16:00
+ 1 day",19h 45m,2 Stop(s),9247
568,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,7:10,13:20,6h 10m,1 Stop,9303
569,Air India,"Fri, 26 Nov",Mumbai,Kolkata,7:05,14:30,7h 25m,2 Stop(s),9461
570,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,17:10,"00:30
+ 1 day",7h 20m,1 Stop,9513
571,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,16:20,"00:30
+ 1 day",8h 10m,1 Stop,9513
572,Air India,"Fri, 26 Nov",Mumbai,Kolkata,9:50,21:05,11h 15m,2 Stop(s),9526
573,Air India,"Fri, 26 Nov",Mumbai,Kolkata,9:30,"08:20
+ 1 day",22h 50m,1 Stop,9675
574,Go First,"Fri, 26 Nov",Mumbai,Kolkata,10:55,16:15,5h 20m,1 Stop,9697
575,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,17:10,22:40,5h 30m,1 Stop,9723
576,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,16:20,22:40,6h 20m,1 Stop,9723
577,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,10:45,19:15,8h 30m,1 Stop,9723
578,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:45,22:40,9h 55m,1 Stop,9723
579,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,17:30,22:45,5h 15m,1 Stop,9879
580,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,9879
581,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,9879
582,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,9879
583,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,9879
584,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,9879
585,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,21:55,"08:20
+ 1 day",10h 25m,1 Stop,9879
586,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,8:45,19:35,10h 50m,1 Stop,9879
587,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,11:55,22:45,10h 50m,1 Stop,9879
588,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,9879
589,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,20:55,"08:20
+ 1 day",11h 25m,1 Stop,9879
590,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,9879
591,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,9879
592,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,19:45,"08:20
+ 1 day",12h 35m,1 Stop,9879
593,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,9879
594,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,6:30,19:35,13h 05m,1 Stop,9879
595,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,1 Stop,9879
596,Air India,"Fri, 26 Nov",Mumbai,Kolkata,8:00,14:30,6h 30m,1 Stop,9946
597,Air India,"Fri, 26 Nov",Mumbai,Kolkata,7:00,14:30,7h 30m,1 Stop,9946
598,Air India,"Fri, 26 Nov",Mumbai,Kolkata,21:30,"14:30
+ 1 day",17h 00m,1 Stop,9946
599,Air India,"Fri, 26 Nov",Mumbai,Kolkata,18:00,"14:30
+ 1 day",20h 30m,1 Stop,9946
600,Air India,"Fri, 26 Nov",Mumbai,Kolkata,15:25,"14:30
+ 1 day",23h 05m,2 Stop(s),9946
601,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,15:50,20:15,4h 25m,1 Stop,9996
602,Air India,"Fri, 26 Nov",Mumbai,Kolkata,16:45,"08:20
+ 1 day",15h 35m,1 Stop,10129
603,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,11:40,20:55,9h 15m,1 Stop,10248
604,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,16:15,22:55,6h 40m,1 Stop,10563
605,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:20,18:05,5h 45m,1 Stop,10584
606,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,12:20,22:25,10h 05m,1 Stop,10584
607,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,7:30,19:35,12h 05m,1 Stop,10593
608,Air India,"Fri, 26 Nov",Mumbai,Kolkata,21:30,"09:00
+ 1 day",11h 30m,1 Stop,10904
609,Air India,"Fri, 26 Nov",Mumbai,Kolkata,18:00,"09:00
+ 1 day",15h 00m,1 Stop,10904
610,Air India,"Fri, 26 Nov",Mumbai,Kolkata,15:25,"09:00
+ 1 day",17h 35m,2 Stop(s),10904
611,Air India,"Fri, 26 Nov",Mumbai,Kolkata,19:20,"14:30
+ 1 day",19h 10m,2 Stop(s),10913
612,Air India,"Fri, 26 Nov",Mumbai,Kolkata,19:00,"14:30
+ 1 day",19h 30m,1 Stop,10969
613,Air India,"Fri, 26 Nov",Mumbai,Kolkata,21:30,"19:10
+ 1 day",21h 40m,1 Stop,11324
614,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,9:20,17:25,8h 05m,1 Stop,11326
615,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,9:20,20:15,10h 55m,1 Stop,11326
616,Go First,"Fri, 26 Nov",Mumbai,Kolkata,13:30,21:45,8h 15m,1 Stop,11377
617,Go First,"Fri, 26 Nov",Mumbai,Kolkata,23:45,"08:00
+ 1 day",8h 15m,1 Stop,11377
618,Go First,"Fri, 26 Nov",Mumbai,Kolkata,22:40,"08:00
+ 1 day",9h 20m,1 Stop,11377
619,Go First,"Fri, 26 Nov",Mumbai,Kolkata,21:15,"08:00
+ 1 day",10h 45m,1 Stop,11377
620,Go First,"Fri, 26 Nov",Mumbai,Kolkata,20:15,"08:00
+ 1 day",11h 45m,1 Stop,11377
621,Go First,"Fri, 26 Nov",Mumbai,Kolkata,9:55,21:45,11h 50m,1 Stop,11377
622,Go First,"Fri, 26 Nov",Mumbai,Kolkata,8:00,21:45,13h 45m,1 Stop,11377
623,Go First,"Fri, 26 Nov",Mumbai,Kolkata,18:00,"08:00
+ 1 day",14h 00m,1 Stop,11377
624,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,16:55,22:25,5h 30m,1 Stop,11498
625,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,13:45,22:30,8h 45m,1 Stop,11876
626,Air India,"Fri, 26 Nov",Mumbai,Kolkata,19:00,"09:00
+ 1 day",14h 00m,1 Stop,11928
627,Go First,"Fri, 26 Nov",Mumbai,Kolkata,12:15,21:45,9h 30m,1 Stop,11953
628,Air India,"Fri, 26 Nov",Mumbai,Kolkata,8:00,19:10,11h 10m,1 Stop,12229
629,Air India,"Fri, 26 Nov",Mumbai,Kolkata,7:00,19:10,12h 10m,1 Stop,12229
630,Air India,"Fri, 26 Nov",Mumbai,Kolkata,10:00,19:10,9h 10m,1 Stop,12768
631,Air India,"Fri, 26 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
632,Air India,"Fri, 26 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
633,Air India,"Fri, 26 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
634,Air India,"Fri, 26 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
635,Air India,"Fri, 26 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
636,Air India,"Fri, 26 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
637,Air India,"Fri, 26 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
638,Air India,"Fri, 26 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
639,IndiGo,"Fri, 26 Nov",Mumbai,Kolkata,10:00,14:35,4h 35m,1 Stop,12978
640,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,6:20,19:35,13h 15m,2 Stop(s),13222
641,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,6:20,22:45,16h 25m,2 Stop(s),13222
642,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,10:45,"08:20
+ 1 day",21h 35m,2 Stop(s),13222
643,Air India,"Fri, 26 Nov",Mumbai,Kolkata,15:25,"08:05
+ 1 day",16h 40m,3 Stop(s),13401
644,Air India,"Fri, 26 Nov",Mumbai,Kolkata,10:00,"08:05
+ 1 day",22h 05m,2 Stop(s),13401
645,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,11:30,19:35,8h 05m,2 Stop(s),13676
646,Air India,"Fri, 26 Nov",Mumbai,Kolkata,8:00,22:20,14h 20m,1 Stop,13804
647,Air India,"Fri, 26 Nov",Mumbai,Kolkata,7:00,22:20,15h 20m,1 Stop,13804
648,Air India,"Fri, 26 Nov",Mumbai,Kolkata,10:00,22:20,12h 20m,1 Stop,14343
649,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,16:05,"19:35
+ 1 day",27h 30m,2 Stop(s),14868
650,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,9:05,19:35,10h 30m,2 Stop(s),15343
651,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,2 Stop(s),15603
652,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,13:20,22:45,9h 25m,2 Stop(s),16316
653,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,12:15,19:35,7h 20m,2 Stop(s),19856
654,Vistara,"Fri, 26 Nov",Mumbai,Kolkata,12:15,22:45,10h 30m,2 Stop(s),19856
655,AIR INDIA,"Thu, 11 Nov",New Delhi,Jaipur,11:55,12:55,1h,non-stop,2890
656,SPICEJET,"Thu, 11 Nov",New Delhi,Jaipur,19:00,20:10,1h 10m,non-stop,3434
657,AIR INDIA,"Thu, 11 Nov",New Delhi,Jaipur,6:05,7:10,1h 5m,non-stop,3435
658,INDIGO,"Thu, 11 Nov",New Delhi,Jaipur,6:05,7:05,1h,non-stop,3435
659,INDIGO,"Thu, 11 Nov",New Delhi,Jaipur,7:25,8:30,1h 5m,non-stop,3435
660,INDIGO,"Thu, 11 Nov",New Delhi,Jaipur,12:55,13:50,55m,non-stop,3435
661,AIR INDIA,"Thu, 11 Nov",New Delhi,Jaipur,19:00,20:00,1h,non-stop,3435
662,INDIGO,"Thu, 11 Nov",New Delhi,Jaipur,21:50,22:50,1h,non-stop,3435
663,AIRASIA INDIA,"Thu, 11 Nov",New Delhi,Jaipur,22:10,23:20,1h 10m,non-stop,3436
664,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,6:00,12:10,6h 10m,1 stop,10023
665,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,2:00,7:55,5h 55m,1 stop,10544
666,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,15:00,21:15,6h 15m,1 stop,10544
667,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,14:20,21:15,6h 55m,1 stop,10544
668,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,10:30,21:15,10h 45m,1 stop,10544
669,GO FIRST,"Thu, 11 Nov",New Delhi,Jaipur,7:20,12:40,5h 20m,1 stop,11415
670,SpiceJet,"Wed, 17 Nov",New Delhi,Bangalore,5:35,8:05,2h 30m,Non Stop,3844
671,SpiceJet,"Wed, 17 Nov",New Delhi,Bangalore,20:10,22:55,2h 45m,Non Stop,3844
672,SpiceJet,"Wed, 17 Nov",New Delhi,Bangalore,22:10,"00:55
+ 1 day",2h 45m,Non Stop,3844
673,Air India,"Wed, 17 Nov",New Delhi,Bangalore,6:10,8:55,2h 45m,Non Stop,6122
674,Air India,"Wed, 17 Nov",New Delhi,Bangalore,17:20,20:05,2h 45m,Non Stop,6122
675,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,9:25,14:40,5h 15m,1 Stop,7423
676,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,15:40,21:30,5h 50m,1 Stop,7423
677,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,5:00,11:35,6h 35m,1 Stop,7423
678,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,7:10,13:55,6h 45m,1 Stop,7423
679,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,7:10,14:10,7h 00m,1 Stop,7423
680,Air Asia,"Wed, 17 Nov",New Delhi,Bangalore,16:50,"00:25
+ 1 day",7h 35m,1 Stop,7423
681,Go First,"Wed, 17 Nov",New Delhi,Bangalore,6:05,8:40,2h 35m,Non Stop,7424
682,Go First,"Wed, 17 Nov",New Delhi,Bangalore,18:40,21:25,2h 45m,Non Stop,7424
683,Go First,"Wed, 17 Nov",New Delhi,Bangalore,5:35,10:20,4h 45m,1 Stop,7424
684,Go First,"Wed, 17 Nov",New Delhi,Bangalore,2:00,7:40,5h 40m,1 Stop,7424
685,Go First,"Wed, 17 Nov",New Delhi,Bangalore,10:30,16:10,5h 40m,1 Stop,7424
686,Go First,"Wed, 17 Nov",New Delhi,Bangalore,18:05,"00:35
+ 1 day",6h 30m,1 Stop,7424
687,Go First,"Wed, 17 Nov",New Delhi,Bangalore,12:45,19:20,6h 35m,1 Stop,7424
688,Go First,"Wed, 17 Nov",New Delhi,Bangalore,9:00,16:25,7h 25m,1 Stop,7424
689,Go First,"Wed, 17 Nov",New Delhi,Bangalore,12:45,20:30,7h 45m,1 Stop,7424
690,Go First,"Wed, 17 Nov",New Delhi,Bangalore,15:00,22:45,7h 45m,1 Stop,7424
691,Go First,"Wed, 17 Nov",New Delhi,Bangalore,8:00,16:10,8h 10m,1 Stop,7424
692,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,6:10,8:50,2h 40m,Non Stop,7425
693,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,20:40,23:20,2h 40m,Non Stop,7425
694,Air India,"Wed, 17 Nov",New Delhi,Bangalore,21:15,23:55,2h 40m,Non Stop,7425
695,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,6:15,9:00,2h 45m,Non Stop,7425
696,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,8:05,10:50,2h 45m,Non Stop,7425
697,Air India,"Wed, 17 Nov",New Delhi,Bangalore,9:45,12:30,2h 45m,Non Stop,7425
698,Air India,"Wed, 17 Nov",New Delhi,Bangalore,13:30,16:15,2h 45m,Non Stop,7425
699,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,16:05,18:50,2h 45m,Non Stop,7425
700,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,14:15,17:05,2h 50m,Non Stop,7425
701,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,17:35,20:25,2h 50m,Non Stop,7425
702,Vistara,"Wed, 17 Nov",New Delhi,Bangalore,19:50,22:40,2h 50m,Non Stop,7425
703,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,4:15,7:10,2h 55m,Non Stop,7425
704,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,7:20,10:15,2h 55m,Non Stop,7425
705,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,8:20,11:15,2h 55m,Non Stop,7425
706,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,9:15,12:10,2h 55m,Non Stop,7425
707,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,18:20,21:15,2h 55m,Non Stop,7425
708,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,21:25,"00:20
+ 1 day",2h 55m,Non Stop,7425
709,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,22:50,"01:45
+ 1 day",2h 55m,Non Stop,7425
710,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,19:50,22:50,3h 00m,Non Stop,7425
711,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,7:55,13:20,5h 25m,1 Stop,7425
712,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,19:30,"01:05
+ 1 day",5h 35m,1 Stop,7425
713,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,13:40,19:50,6h 10m,1 Stop,7425
714,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,6:45,13:20,6h 35m,1 Stop,7425
715,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,11:00,18:10,7h 10m,1 Stop,7425
716,SpiceJet,"Wed, 17 Nov",New Delhi,Bangalore,8:40,16:25,7h 45m,1 Stop,7425
717,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,23:05,"06:55
+ 1 day",7h 50m,1 Stop,7425
718,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,12:55,21:05,8h 10m,1 Stop,7425
719,SpiceJet,"Wed, 17 Nov",New Delhi,Bangalore,8:40,16:55,8h 15m,1 Stop,7425
720,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,14:00,22:25,8h 25m,1 Stop,7425
721,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,9:40,18:10,8h 30m,1 Stop,7425
722,IndiGo,"Wed, 17 Nov",New Delhi,Bangalore,11:00,19:35,8h 35m,1 Stop,7425
